id,tokens,pos_tags,chunk_tags,ner_tags
10229,"['I' ""'m"" 'only' '34' '.']",[28 41 30 11  7],[11 21 11 12  0],[0 0 0 0 0]
10230,"['Some' 'say' 'that' ""'s"" 'too' 'old' 'for' 'an' 'athlete' ',' '""' 'he'
 'said' '.']",[12 41 12 42 30 16 15 12 21  6  0 28 38  7],[11 21 11 21  1  2 13 11 12  0  0 11 21  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10231,"['""' 'But' 'I' ""'ll"" 'be' '38' 'by' 'Sydney' 'and' 'that' ""'s"" 'not' 'too'
 'old' '.']",[ 0 10 28 20 37 11 15 22 10 12 42 30 30 16  7],[ 0  0 11 21 22 11 13 11  0 11 21  0  1  2  0],[0 0 0 0 0 0 0 5 0 0 0 0 0 0 0]
10232,"['It' ""'s"" 'whether' 'I' 'have' 'got' 'the' 'enthusiasm' 'for' 'the'
 'training' 'over' 'the' 'next' 'four' 'years' '.']",[28 42 15 28 41 40 12 21 15 12 21 15 12 16 11 24  7],[11 21 17 11 21 22 11 12 13 11 12 13 11 12 12 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10233,"['Rowing' 'is' 'an' 'endurance' 'sport' '.' '""']",[21 42 12 21 21  7  0],[11 21 11 12 12  0  0],[0 0 0 0 0 0 0]
10234,"['CRICKET' '-' 'BOTHAM' 'DISMISSES' 'GATTING' 'IN' 'FIRST' 'CLASS' 'DEBUT'
 '.']",[22  8 22 22 22 15 22 22 21  7],[11  0 11 12 12 13 11 12 12  0],[0 0 1 0 1 0 0 0 0 0]
10235,['LONDON' '1996-08-28'],[22 11],[11 12],[5 0]
10236,"['Liam' 'Botham' 'demonstrated' 'his' 'father' 'Ian' ""'s"" 'golden' 'touch'
 'on' 'Wednesday' 'shortly' 'after' 'making' 'his' 'county' 'debut' 'for'
 'Hampshire' '.']",[22 22 38 29 21 22 27 16 21 15 22 30 15 39 29 21 21 15 22  7],[11 12 21 11 12 12 11 12 12 13 11 13 14 21 11 12 12 13 11  0],[1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0]
10237,"['Botham' 'dismissed' 'Mike' 'Gatting' 'with' 'his' 'seventh' 'ball'
 'when' 'the' 'former' 'England' 'captain' 'pushed' 'a' 'half-volley' 'to'
 'square-leg' 'on' 'the' 'first' 'day' 'of' 'the' 'four-day' 'match'
 'against' 'Middlesex' 'at' 'Portsmouth' '.']","[22 38 22 22 15 29 16 21 46 12 16 22 21 38 12 16 35 37 15 12 16 21 15 12
 16 21 15 22 15 22  7]","[11 21 11 12 13 11 12 12  3 11 12 12 12 21 11 12 21 22 13 11 12 12 13 11
 12 12 13 11 13 11  0]",[1 0 1 2 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 5 0]
10238,"['Earlier' 'Botham' 'arrived' 'in' 'Portsmouth' 'from' 'Southampton'
 'only' 'to' 'be' 'told' 'his' 'services' 'would' 'not' 'be' 'required'
 '.']",[31 22 38 15 22 15 22 30 35 37 40 29 24 20 30 37 40  7],[11 12 21 13 11 13 11  3 21 22 22 11 12 21 22 22 22  0],[0 1 0 0 5 0 5 0 0 0 0 0 0 0 0 0 0 0]
10239,"['He' 'then' 'drove' '40' 'kms' 'back' 'to' 'play' 'for' 'the' 'second'
 'XI' 'to' 'learn' 'that' 'John' 'Stephenson' 'had' 'dropped' 'out' 'of'
 'the' 'Middlesex' 'match' 'in' 'the' 'meantime' 'with' 'a' 'shoulder'
 'injury' '.']","[28 30 38 11 24 30 35 37 15 12 16 23 35 37 15 22 22 38 40 15 15 12 22 21
 15 12 21 15 12 21 21  7]","[11  3 21 11 12  3 21 22 13 11 12 12 21 22 17 11 12 21 22 13 13 11 12 12
 13 11 12 13 11 12 12  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0]
10240,"['Botham' 'dashed' 'back' 'to' 'Portsmouth' 'and' 'took' 'the' 'field'
 'as' 'the' 'thrid' 'over' 'began' '.']",[22 40 30 35 22 10 38 12 21 15 12 16 15 38  7],[11 21  3 13 11  0 21 11 12 13 11 12 13 21  0],[1 0 0 0 5 0 0 0 0 0 0 0 0 0 0]
10241,"['Ian' 'Botham' 'began' 'his' 'test' 'career' 'in' '1977' 'by'
 'dismissing' 'Australian' 'captain' 'Greg' 'Chappell' 'with' 'a' 'long'
 'hop' 'and' 'went' 'on' 'to' 'become' 'his' 'country' ""'s"" 'most'
 'successful' 'all-rounder' 'ever' 'with' '5,200' 'runs' ',' '383'
 'wickets' 'plus' '120' 'catches' 'in' '102' 'tests' '.']","[22 22 38 29 21 21 15 11 15 39 16 21 22 22 15 12 16 21 10 38 33 35 37 29
 21 42 32 16 21 30 15 11 24  6 11 24 10 11 42 15 11 24  7]","[11 12 21 11 12 12 13 11 17 21 11 12 12 12 13 11 12 12  0 21 15 21 22 11
 12 12  1  2 11  3 13 11 12  0 11 12  0 11 21 13 11 12  0]","[1 2 0 0 0 0 0 0 0 0 7 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
10242,"['RUGBY' 'UNION' '-' 'CARLING' 'LEFT' 'OUT' 'OF' 'ENGLAND' 'TRAINING'
 'SQUAD' '.']",[22 21  8 22 22 22 15 22 22 22  7],[11 12  0 11 12 12 13 11 12 12  0],[3 4 0 1 0 0 0 5 0 0 0]
10243,['LONDON' '1996-08-28'],[22 11],[11 12],[5 0]
10244,"['Former' 'England' 'captain' 'Will' 'Carling' 'along' 'with' 'Jeremy'
 'Guscott' ',' 'Rory' 'Underwood' 'and' 'Dean' 'Richards' 'have' 'been'
 'left' 'out' 'of' 'England' ""'s"" 'first' 'training' 'squad' 'of' 'the'
 'season' '.']","[22 22 21 20 22 15 15 22 22  6 22 22 10 22 22 41 40 40 15 15 22 27 16 21
 21 15 12 21  7]","[11 12 12  0 11  3 13 11 12  0 11 12  0 11 12 21 22 22 13 13 11 11 12 12
 12 13 11 12  0]",[0 5 0 1 2 0 0 1 2 0 1 2 0 1 2 0 0 0 0 0 5 0 0 0 0 0 0 0 0]
10245,"['The' 'quartet' ',' 'who' 'possess' '244' 'international' 'caps'
 'between' 'them' ',' 'were' 'also' 'omitted' 'from' 'a' 'summer'
 'training' 'camp' 'but' 'will' 'still' 'be' 'in' 'contention' 'when'
 'the' 'northern' 'international' 'season' 'starts' 'later' 'this' 'year'
 '.']","[12 21  6 44 37 11 16 24 15 28  6 38 30 40 15 12 21 21 21 10 20 30 37 15
 21 46 12 16 16 21 42 30 12 21  7]","[11 12  0 11 21 11 12 12 13 11  0 21 22 22 13 11 12 12 12  0 21 22 22 13
 11  3 11 12 12 12 21 11 12 12  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10246,"['""' 'Their' 'qualities' 'are' 'well' 'known' 'to' 'the' 'selectors' 'and'
 'they' 'will' ',' 'of' 'course' ',' 'be' 'considered' 'when' 'the'
 'season' 'gets' 'underway' ',' '""' 'the' 'Rugby' 'Football' 'Union'
 'said' 'in' 'a' 'statement' 'on' 'Wednesday' '.']","[ 0 29 24 41 30 40 35 12 24 10 28 20  6 15 21  6 37 40 46 12 21 42 30  6
  0 12 22 22 22 38 15 12 21 15 22  7]","[ 0 11 12 21  1  2 13 11 12  0 11 21  0 13 11  0 21 22  3 11 12 21  1  0
  0 11 12 12 12 21 13 11 12 13 11  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 4 0 0 0 0 0 0 0]
10247,['BASEBALL' '-' 'DODGERS' 'WIN' 'FIFTH' 'STRAIGHT' '.'],[22  8 24 41 15 22  7],[11  0 11 21 13 11  0],[0 0 3 0 0 0 0]
10248,['MONTREAL' '1996-08-28'],[16 11],[11 12],[5 0]
10249,"['Hideo' 'Nomo' 'allowed' 'a' 'run' 'in' 'seven' 'innings' 'for' 'his'
 'fifth' 'win' 'in' 'seven' 'road' 'starts' 'and' 'Greg' 'Gagne' 'capped'
 'a' 'three-run' 'fourth' 'with' 'a' 'two-run' 'homer' 'as' 'the' 'Los'
 'Angeles' 'Dodgers' 'claimed' 'a' '5-1' 'victory' 'the' 'Montreal'
 'Expos' 'on' 'Tuesday' '.']","[22 22 38 12 21 15 11 21 15 29 16 21 15 11 21 24 10 22 22 38 12 16 16 15
 12 16 21 15 12 22 22 22 38 12 11 21 12 22 22 15 22  7]","[11 12 21 11 12 13 11 12 13 11 12 12 13 11 12 12  0 11 12 21 11 12 12 13
 11 12 12 17 11 12 12 12 21 11 12 12 11 12 12 13 11  0]","[1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 3 4 4 0 0 0 0 0
 3 4 0 0 0]"
10250,"['With' 'their' 'fifth' 'straight' 'win' ',' 'the' 'Dodgers' 'moved' 'a'
 'half-game' 'ahead' 'of' 'the' 'Expos' 'at' 'the' 'top' 'of' 'the' 'wild'
 'card' 'hunt' 'behind' 'Nomo' '(' '13-10' ')' ',' 'who' 'allowed' 'six'
 'hits' 'and' 'walked' 'four' 'with' 'six' 'strikeouts' '.']","[15 29 16 16 21  6 12 23 38 12 16 30 15 12 22 15 12 21 15 12 16 21 21 15
 21  4 11  5  6 44 38 11 24 10 38 11 15 11 24  7]","[17 11 12 12 12  0 11 12 21 11 12  3 13 11 12 13 11 12 13 11 12 12 12 13
 11  0 11  0  0 11 21 11 12  0 21 11 13 11 12  0]","[0 0 0 0 0 0 0 3 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
10251,"['In' 'San' 'Francisco' ',' 'Mike' 'Williams' 'allowed' 'two' 'runs' 'in'
 '7-1/3' 'innings' 'and' 'Benito' 'Santiago' 'and' 'Ruben' 'Amaro' 'had'
 'RBI' 'hits' 'in' 'the' 'first' 'inning' 'as' 'the' 'Philadelphia'
 'Phillies' 'edged' 'the' 'San' 'Francisco' 'Giants' '3-2' '.']","[15 22 22  6 22 22 38 11 24 15 11 21 10 22 22 10 22 22 38 22 24 15 12 16
 21 15 12 22 22 38 12 22 22 22 22  7]","[13 11 12  0 11 12 21 11 12 13 11 12  0 11 12 12 12 12 21 11 12 13 11 12
 12 17 11 12 12 21 11 12 12 12 12  0]",[0 5 6 0 1 2 0 0 0 0 0 0 0 1 2 0 1 2 0 7 0 0 0 0 0 0 0 3 4 0 0 3 4 4 0 0]
10252,"['Williams' '(' '5-12' ')' ',' 'who' 'snapped' 'a' 'personal' 'three-game'
 'losing' 'streak' ',' 'allowed' 'five' 'hits' ',' 'walked' 'two' 'and'
 'struck' 'out' 'five' '.']",[22  4 11  5  6 44 38 12 16 16 21 21  6 38 11 24  6 38 11 10 38 33 11  7],[11  0 11  0  0 11 21 11 12 12 12 12  0 21 11 12  0 21 11  0 21 15 11  0],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10253,"['It' 'was' 'also' 'Williams' ""'"" 'first' 'win' 'in' 'three' 'career'
 'decisions' 'against' 'San' 'Francisco' '.']",[28 38 30 22 27 16 21 15 11 21 24 15 22 22  7],[11 21  3 11 11 12 12 13 11 12 12 13 11 12  0],[0 0 0 1 0 0 0 0 0 0 0 0 5 6 0]
10254,"['In' 'Pittsburgh' ',' 'Al' 'Martin' ""'s"" 'run-scoring' 'single' 'snapped'
 'a' 'fifth-inning' 'tie' 'and' 'Denny' 'Neagle' 'outdueled' 'John'
 'Smoltz' 'as' 'the' 'Pittsburgh' 'Pirates' 'edged' 'the' 'Atlanta'
 'Braves' '3-2' '.']","[15 22  6 22 22 27 16 16 16 12 21 21 10 22 22 38 22 22 15 12 22 23 38 12
 22 23 21  7]","[13 11  0 11 12 11 12 12 12 12 12 12  0 11 12 21 11 12 17 11 12 12 21 11
 12 12 12  0]",[0 5 0 1 2 0 0 0 0 0 0 0 0 1 2 0 1 2 0 0 3 4 0 0 3 4 0 0]
10255,"['The' 'Braves' 'led' '2-1' 'entering' 'the' 'fifth' ',' 'but' 'the'
 'Pirates' 'pushed' 'across' 'two' 'runs' 'against' 'Smoltz' '(' '20-7'
 ')' '.']",[12 23 38 11 39 12 21  6 10 12 23 38 15 11 42 15 22  4 11  5  7],[11 12 21 11 21 11 12  0  0 11 12 21 13 11 21 13 11  0 11  0  0],[0 3 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0]
10256,"['Neagle' '(' '14-6' ')' 'beat' 'the' 'Braves' 'for' 'the' 'third' 'time'
 'this' 'season' ',' 'allowing' 'two' 'runs' 'and' 'six' 'hits' 'in'
 'eight' 'innings' '.']",[22  4 11  5 37 12 23 15 12 16 21 12 21  6 39 11 24 10 11 24 15 11 21  7],[11  0 11  0 21 11 12 13 11 12 12 11 12  0 21 11 12  0 11 12 13 11 12  0],[1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10257,"['In' 'St' 'Louis' ',' 'Gary' 'Sheffield' 'and' 'Devon' 'White' 'each'
 'drove' 'in' 'two' 'runs' 'and' 'Mark' 'Hutton' 'scattered' 'four' 'hits'
 'over' 'six' 'innings' 'to' 'lead' 'the' 'Florida' 'Marlins' 'past' 'the'
 'St.' 'Louis' 'Cardinals' '6-3' '.']","[15 22 22  6 22 22 10 22 22 12 38 15 11 24 10 22 22 38 11 24 15 11 21 35
 37 12 22 22 21 12 22 22 23 22  7]","[13 11 12  0 11 12  0 11 12 11 21 13 11 12  0 11 12 21 11 12 13 11 12 21
 22 11 12 12 12 11 12 12 12 12  0]",[0 5 6 0 1 2 0 1 2 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 3 4 0 0 3 4 4 0 0]
10258,"['White' 'added' 'a' 'solo' 'homer' ',' 'his' '11th' ',' 'off' 'reliever'
 'Mark' 'Petkovsek' 'with' 'one' 'out' 'in' 'the' 'fifth' ',' 'giving'
 'the' 'Marlins' 'a' '6-0' 'lead' '.']","[22 38 12 16 21  6 29 16  6 33 21 22 22 15 11 15 15 12 21  6 39 12 22 12
 11 16  7]","[11 21 11 12 12  0 11 12 12 15 11 12 12 13 11 13 13 11 12  0 21 11 12 11
 12 12  0]",[1 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 3 0 0 0 0]
10259,"['In' 'New' 'York' ',' 'Steve' 'Finley' ""'s"" 'three-run' 'homer' 'capped'
 'a' 'four-run' 'eighth' 'inning' 'and' 'gave' 'the' 'San' 'Diego'
 'Padres' 'a' '4-3' 'victory' 'over' 'New' 'York' ',' 'spoiling' 'Bobby'
 'Valentine' ""'s"" 'debut' 'as' 'Mets' ""'"" 'manager' '.']","[15 22 22  6 22 22 27 16 21 38 12 16 16 21 10 38 12 22 22 22 12 16 21 15
 22 22  6 39 22 22 27 21 15 23 27 21  7]","[13 11 12  0 11 12 11 12 12 21 11 12 12 12  0 21 11 12 12 12 11 12 12 13
 11 12  0 21 11 12 11 12 13 11 11 12  0]",[0 5 6 0 1 2 0 0 0 0 0 0 0 0 0 0 0 3 4 4 0 0 0 0 5 6 0 0 1 2 0 0 0 3 0 0 0]
10260,['The' 'rally' 'made' 'a' 'winner' 'out' 'of' 'reliever' 'Willie' 'Blair'],[12 21 38 12 21 15 15 21 22 22],[11 12 21 11 12 13 13 11 12 12],[0 0 0 0 0 0 0 0 1 2]
10261,"['Tony' 'Gwynn' 'and' 'Wally' 'Joyner' 'had' 'two' 'hits' 'apiece' ','
 'helping' 'the' 'Padres' 'to' 'their' 'third' 'straight' 'win' '.']",[22 22 10 22 22 38 11 24 30  6 39 12 23 35 29 16 16 21  7],[11 12 12 12 12 21 11 12 11  0 21 11 12 21 11 12 12 12  0],[1 2 0 1 2 0 0 0 0 0 0 0 3 0 0 0 0 0 0]
10262,"['First-place' 'San' 'Diego' 'has' 'won' 'seven' 'of' 'its' 'last' 'eight'
 'games' 'and' 'improved' 'to' '34-20' 'against' 'NL' 'East' 'opponents'
 '.']",[22 22 22 42 40 11 15 29 16 11 24 10 40 35 16 15 22 22 24  7],[11 12 12 21 22 11 13 11 12 12 12  0 11 13 11 13 11 12 12  0],[0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 7 8 0 0]
10263,"['In' 'Houston' ',' 'Tony' 'Eusebio' ""'s"" 'eighth-inning' 'sacrifice'
 'fly' 'capped' 'a' 'comeback' 'from' 'a' 'five-run' 'deficit' 'that'
 'gave' 'the' 'Houston' 'Astros' 'a' '6-5' 'victory' 'over' 'the'
 'Chicago' 'Cubs' '.']","[15 22  6 22 22 27 16 21 21 38 12 21 15 12 16 21 43 38 12 22 22 12 11 21
 15 12 22 22  7]","[13 11  0 11 12 11 12 12 12 21 11 12 13 11 12 12 11 21 11 12 12 11 12 12
 13 11 12 12  0]",[0 5 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 0 0 0 0 0 3 4 0]
10264,"['The' 'Astros' 'trailed' '5-0' 'after' 'three' 'innings' ',' 'but'
 'scored' 'three' 'runs' 'in' 'the' 'fourth' 'and' 'one' 'in' 'the'
 'sixth' 'before' 'taking' 'the' 'lead' 'in' 'the' 'eighth' '.']","[12 23 38 11 15 11 21  6 10 38 11 24 15 12 16 10 11 15 12 16 15 39 12 21
 15 12 21  7]","[11 12 21 11 13 11 12  0  0 21 11 12 13 11 12 12 12 13 11 12 13 21 11 12
 13 11 12  0]",[0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10265,"['In' 'St' 'Louis' ',' 'Gary' 'Sheffield' 'and' 'Devon' 'White' 'each'
 'drove' 'in' 'two' 'runs' 'and' 'Mark' 'Hutton' 'scattered' 'four' 'hits'
 'over' 'six' 'innings' 'to' 'lead' 'the' 'Florida' 'Marlins' 'past' 'the'
 'St.' 'Louis' 'Cardinals' ',' '6-3' ',']","[15 22 22  6 22 22 10 22 22 12 38 15 11 24 10 22 22 38 11 24 15 11 21 35
 37 12 22 22 21 12 22 22 23  6 11  6]","[13 11 12  0 11 12  0 11 12 11 21 13 11 12  0 11 12 21 11 12 13 11 12 21
 22 11 12 12 12 11 12 12 12  0 11  0]",[0 5 6 0 1 2 0 1 2 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 3 4 0 0 3 4 4 0 0 0]
10266,"['Sheffield' ',' 'who' 'was' 'benched' 'Monday' ',' 'delivered' 'a'
 'double' 'down' 'the' 'left-field' 'line' 'in' 'the' 'first' ','
 'scoring' 'Luis' 'Castilla' 'and' 'Alex' 'Arias' 'to' 'put' 'the'
 'Marlins' 'ahead' 'to' 'stay' '.']","[22  6 44 38 40 22  6 38 12 16 16 12 16 21 15 12 21  6 39 22 22 10 22 22
 35 37 12 23 30 35 37  7]","[11  0 11 21 22 11  0 21 11 12 12 11 12 12 13 11 12  0 21 11 12  0 11 12
 21 22 11 12  3 21 22  0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 1 2 0 0 0 3 0 0 0 0]
10267,"['At' 'Colorado' ',' 'Hal' 'Morris' 'and' 'Eric' 'Davis' 'each' 'homered'
 'and' 'John' 'Smiley' 'scattered' 'six' 'hits' 'over' '6' '2/3' 'innings'
 'as' 'the' 'Cincinnati' 'Reds' 'defeated' 'the' 'Colorado' 'Rockies'
 '4-3' ',' 'snapping' 'a' 'four-game' 'losing' 'streak' '.']","[15 22  6 22 22 10 22 22 12 38 10 22 22 38 11 24 15 11 11 21 15 12 22 22
 38 12 22 23 11  6 39 12 16 21 21  7]","[13 11  0 11 12  0 11 12 11 21  0 11 12 21 11 12 13 11 12 12 17 11 12 12
 21 11 12 12 12  0 21 11 12 12 12  0]",[0 5 0 1 2 0 1 2 0 0 0 1 2 0 0 0 0 0 0 0 0 0 3 4 0 0 3 4 0 0 0 0 0 0 0 0]
10268,"['The' 'Reds' 'took' 'a' 'one-run' 'lead' 'in' 'the' 'second' 'inning'
 'when' 'Morris' 'led' 'off' 'with' 'his' '10th' 'homer' 'off' 'starter'
 'Armando' 'Reynoso' '(' '8-9' ')' '.']","[12 22 38 12 16 21 15 12 16 21 46 22 38 33 15 29 16 21 15 16 22 22  4 11
  5  7]","[11 12 21 11 12 12 13 11 12 12  3 11 21 15 13 11 12 12 13 11 12 12  0 11
  0  0]",[0 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 0 0 0 0]
10269,"['They' 'increased' 'their' 'bulge' 'to' '4-0' 'in' 'the' 'third' 'when'
 'Barry' 'Larkin' 'drew' 'a' 'one-out' 'walk' ',' 'Kevin' 'Mitchell'
 'singled' 'and' 'Davis' 'launched' 'his' '22nd' 'homer' 'over' 'the'
 'right-field' 'wall' '.']","[28 38 29 21 35 16 15 12 16 46 22 22 38 12 16 21  6 22 22 38 10 22 38 29
 16 21 15 12 16 21  7]","[11 21 11 12 13 11 13 11 12  3 11 12 21 11 12 12  0 11 12 21  0 11 21 11
 12 12 13 11 12 12  0]",[0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 1 2 0 0 1 0 0 0 0 0 0 0 0 0]
10270,"['RUGBY' 'UNION' '-' 'NEW' 'ZEALAND' 'RECALL' 'MEHRTENS' 'FOR' 'FINAL'
 'TEST' '.']",[22 21  8 16 22 22 22 15 22 21  7],[11 12  0 11 12 12 12 13 11 12  0],[3 4 0 5 6 0 1 0 0 0 0]
10271,['JOHANNESBURG' '1996-08-28'],[21 11],[11 12],[5 0]
10272,"['The' 'New' 'Zealand' 'rugby' 'selectors' 'recalled' 'fly-half' 'Andrew'
 'Mehrtens' 'on' 'Wednesday' 'when' 'they' 'announced' 'their' 'team'
 'for' 'the' 'third' 'and' 'final' 'test' 'in' 'Johannesburg' 'on'
 'Saturday' '.']","[12 22 22 30 42 40 42 22 22 15 22 46 28 38 29 21 15 12 16 10 16 21 15 22
 15 22  7]","[11 12 12 21 22 22 21 11 12 13 11  3 11 21 11 12 13 11 12 12 12 12 13 11
 13 11  0]",[0 5 6 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0]
10273,"['He' 'returns' 'in' 'place' 'of' 'Simon' 'Culhane' 'who' 'broke' 'a'
 'wrist' 'in' 'the' 'All' 'Blacks' ""'"" 'series-clinching' 'victory' 'in'
 'Pretoria' 'on' 'Saturday' '.']",[28 42 15 21 15 22 22 44 38 12 21 15 12 12 23 27 16 21 15 21 15 22  7],[11 21 13 11 13 11 12 11 21 11 12 13 11 12 12 11 12 12 13 11 13 11  0],[0 0 0 0 0 1 2 0 0 0 0 0 0 3 4 0 0 0 0 5 0 0 0]
10274,"['Mehrtens' 'played' 'in' 'the' 'last' 'TriNations' 'test' 'in' 'Cape'
 'Town' 'but' 'missed' 'the' 'first' 'two' 'tests' 'in' 'the' 'current'
 'series' 'after' 'tearing' 'a' 'cartilage' 'in' 'his' 'knee' 'while'
 'training' ',' 'an' 'injury' 'which' 'needed' 'a' 'small' 'operation' '.']","[24 38 15 12 16 22 21 15 22 22 10 38 12 16 11 24 15 12 16 21 15 39 12 21
 15 29 21 15 21  6 12 21 43 38 12 16 21  7]","[11 21 13 11 12 12 12 13 11 12  0 21 11 12 12 12 13 11 12 12 13 21 11 12
 13 11 12 17 11  0 11 12 11 21 11 12 12  0]","[1 0 0 0 0 7 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
10275,"['Lock' 'Ian' 'Jones' 'and' 'wing' 'Jeff' 'Wilson' 'have' 'also' 'been'
 'named' 'in' 'the' 'team' 'despite' 'doubts' 'over' 'their' 'fitness' '.']",[22 22 22 10 21 22 22 41 30 40 40 15 12 21 15 24 15 29 21  7],[11 12 12  0 11 12 12 21 22 22 22 13 11 12 13 11 13 11 12  0],[0 1 2 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0]
10276,"['Jones' 'has' 'a' 'knee' 'injury' 'while' 'Wilson' 'is' 'suffering'
 'from' 'a' 'viral' 'infection' '.']",[22 42 12 21 21 15 22 42 39 15 12 16 21  7],[11 21 11 12 12 17 11 21 22 13 11 12 12  0],[1 0 0 0 0 0 1 0 0 0 0 0 0 0]
10277,"['Blair' 'Larsen' 'or' 'the' 'uncapped' 'Glenn' 'Taylor' 'are' 'on'
 'standby' 'to' 'replace' 'Jones' 'and' ',' 'with' 'Jonah' 'Lomu' 'out'
 'of' 'action' 'with' 'a' 'shoulder' 'injury' 'picked' 'up' 'in' 'Tuesday'
 ""'s"" 'drawn' 'match' 'against' 'Griqualand' 'West' ',' 'Eric' 'Rush' 'is'
 'favourite' 'to' 'play' 'should' 'Wilson' 'fail' 'to' 'recover' '.']","[22 22 10 12 16 22 22 41 15 21 35 37 22 10  6 15 22 22 15 15 21 15 12 21
 21 38 33 15 22 42 40 21 15 22 22  6 22 22 42 21 35 37 20 22 41 35 37  7]","[11 12  0 11 12 12 12 21 13 11 21 22 11  0  0 13 11 12  1 13 11 13 11 12
 12 21 15 13 11 21 22 11 13 11 12  0 11 12 21 11 21 22 21 11 21 22 22  0]","[1 2 0 0 0 1 2 0 0 0 0 0 1 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 0 1
 2 0 0 0 0 0 1 0 0 0 0]"
10278,['Team' ':'],[22  8],[11  0],[0 0]
10279,"['15' '-' 'Christian' 'Cullen' ',' '14' '-' 'Jeff' 'Wilson' ',' '13' '-'
 'Walter' 'Little' ',' '12' '-' 'Frank' 'Bunce' ',' '11' '-' 'Glen'
 'Osborne' ';' '10' '-' 'Andrew' 'Mehrtens' ',' '9' '-' 'Justin'
 'Marshall' ';' '8' '-' 'Zinzan' 'Brooke' ',' '7' '-' 'Josh' 'Kronfeld'
 ',' '6' '-' 'Michael' 'Jones' ',' '5' '-' 'Ian' 'Jones' ',' '4' '-'
 'Robin' 'Brooke' ',' '3' '-' 'Olo' 'Brown' ',' '2' '-' 'Sean'
 'Fitzpatrick' '(' 'captain' ')' ',' '1' '-' 'Craig' 'Dowd' '.']","[11  8 22 22  6 11  8 22 22  6 11  8 22 22  6 11  8 22 22  6 11  8 22 22
  8 11  8 22 22  6 11  8 22 22  8 11  8 22 22  6 11  8 22 22  6 11  8 22
 22  6 11  8 22 22  6 11  8 22 22  6 11  8 22 22  6 11  8 22 22  4 21  5
  6 11  8 22 22  7]","[11 12 12 12  0 11 12 12 12  0 11 12 12 12  0 11 12 12 12  0 11 12 12 12
  0 11 12 12 12  0 11 12 12 12  0 11 12 12 12  0 11 12 12 12  0 11 12 12
 12  0 11 12 12 12  0 11 12 12 12  0 11 12 12 12  0 11 12 12 12  0 11  0
  0 11 12 12 12  0]","[0 0 1 2 0 0 0 1 2 0 0 0 1 2 0 0 0 1 2 0 0 0 1 2 0 0 0 1 2 0 0 0 1 2 0 0 0
 1 2 0 0 0 1 2 0 0 0 1 2 0 0 0 1 2 0 0 0 1 2 0 0 0 1 2 0 0 0 1 2 0 0 0 0 0
 0 1 2 0]"
10280,['HOCKEY' '-' 'BONNET' 'TAKES' 'OVER' 'AS' 'SOUTH' 'AFRICAN' 'COACH' '.'],[22  8 22 22 15 22 22 22 22  7],[11  0 11 12 13 11 12 12 12  0],[0 0 1 0 0 0 0 0 0 0]
10281,['JOHANNESBURG' '1996-08-28'],[21 11],[11 12],[5 0]
