id,tokens,pos_tags,chunk_tags,ner_tags
2372,"['Earlier' ',' 'Posts' 'and' 'Telecommunications' 'Minister' 'Hisao'
 'Horinouchi' 'told' 'a' 'news' 'conference' 'the' 'government' 'plans'
 'to' 'split' 'NTT' 'into' 'three' 'firms' 'under' 'a' 'holding' 'company'
 ',' 'but' 'did' 'not' 'specify' 'when' 'the' 'restructuring' 'would'
 'likely' 'take' 'effect' '.']","[31  6 23 10 22 22 22 22 38 12 21 21 12 21 24 35 37 22 15 11 24 15 12 39
 21  6 10 38 30 37 46 12 39 20 30 37 21  7]","[ 3  0 11 12 12 12 12 12 21 11 12 12 11 12 12 21 22 11 13 11 12 13 11 12
 12  0  0 21 22 22  3 11 12 21 22 22 11  0]","[0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
2373,"['One' 'of' 'the' 'three' 'new' 'companies' 'will' 'be' 'a'
 'long-distance' 'operator' 'and' 'the' 'other' 'two' 'will' 'be'
 'local-call' 'operators' ',' 'Horinouchi' 'said' '.']",[11 15 12 11 16 24 20 37 12 21 21 10 12 16 11 20 37 16 24  6 22 38  7],[11 13 11 12 12 12 21 22 11 12 12  0 11 12 12 21 22 11 12  0 11 21  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
2374,"['One' 'of' 'the' 'local' 'firms' 'will' 'operate' 'in' 'west' 'Japan'
 'and' 'the' 'other' 'in' 'east' 'Japan' ',' 'he' 'added' '.']",[11 15 12 16 24 20 37 15 21 22 10 12 16 15 16 22  6 28 38  7],[11 13 11 12 12 21 22 13 11 12  0 11 12 13 11 12  0 11 21  0],[0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 5 0 0 0 0]
2375,"['The' 'long-distance' 'operator' 'will' 'offer' 'international'
 'services' ',' 'Horinouchi' 'said' '.']",[12 16 21 20 37 16 24  6 22 38  7],[11 12 12 21 22 11 12  0 11 21  0],[0 0 0 0 0 0 0 0 1 0 0]
2376,"['The' 'NTT' 'official' 'said' 'the' 'timing' 'of' 'the' 'planned'
 'split-up' 'was' 'uncertain' 'because' 'more' 'discussions' 'by'
 'government' 'officials' 'were' 'required' '.']",[12 22 21 38 12 21 15 12 40 21 38 16 15 17 24 15 21 24 38 40  7],[11 12 12 21 11 12 13 11 12 12 21  1 17 11 12 13 11 12 21 22  0],[0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2377,['Ahold' 'launches' 'Asian' 'food' 'discount' 'stores' '.'],[22 42 16 21 21 24  7],[11 21 11 12 12 12  0],[3 0 7 0 0 0 0]
2378,"['ZAANDAM' ',' 'Netherlands' '1996-12-06']",[22  6 22 11],[11  0 11 12],[5 0 5 0]
2379,"['Dutch' 'supermarkets' 'group' 'Ahold' 'NV' 'said' 'on' 'Friday' 'it'
 'had' 'launched' 'a' 'second' 'food' 'store' 'format' 'for' 'Asian'
 'consumers' 'today' ',' 'opening' '16' 'BILO' 'food' 'discount' 'stores'
 'in' 'Malaysia' '.']","[16 24 21 22 22 38 15 22 28 38 40 12 16 21 21 21 15 16 24 21  6 39 11 22
 21 21 24 15 22  7]","[11 12 12 12 12 21 13 11 11 21 22 11 12 12 12 12 13 11 12 11  0 21 11 12
 12 12 12 13 11  0]",[7 0 0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 7 0 0 0 0 5 0]
2380,"['The' 'BILO' 'stores' 'are' 'located' 'in' 'Malysia' ""'s"" 'capital'
 'Kuala' 'Lumpur' 'and' 'in' 'the' 'country' ""'s"" 'second' 'city' 'Johor'
 'Bahru' '.']",[12 22 24 41 40 15 22 27 21 22 22 10 15 12 21 27 16 21 22 22  7],[11 12 12 21 22 13 11 11 12 12 12  0 13 11 12 11 12 12 12 12  0],[0 7 0 0 0 0 5 0 0 5 6 0 0 0 0 0 0 0 5 6 0]
2381,"['The' 'discount' 'price' 'format' 'store' 'BILO' 'is' 'to' 'complement'
 'Ahold' ""'s"" 'full' 'service' 'supermarket' 'TOPS' ',' 'recently'
 'launched' 'in' 'Asia' '.']",[12 21 21 21 21 22 42 35 37 22 27 16 21 21 22  6 30 40 15 22  7],[11 12 12 12 12 12 21 21 22 11 11 12 12 12 11  0 21 22 13 11  0],[0 0 0 0 0 7 0 0 0 3 0 0 0 0 7 0 0 0 0 5 0]
2382,"['""' 'In' 'the' 'coming' 'five' 'to' 'ten' 'years' ',' 'Ahold' 'plans'
 'to' 'open' 'many' 'more' 'stores' 'of' 'both' 'formats' ',' 'making'
 'TOPS' 'and' 'BILO' 'household' 'names' 'in' 'the' 'region' ',' '""'
 'Ahold' 'said' 'in' 'a' 'statement' '.']","[ 0 15 12 39 11 35 11 24  6 21 24 35 37 16 17 24 15 12 24  6 39 22 10 22
 21 24 15 12 21  6  0 22 38 15 12 21  7]","[ 0 13 11 12 12 12 12 12  0 11 12 21 22 11 12 12 13 11 12  0 21 11 12 12
 12 12 13 11 12  0  0 11 21 13 11 12  0]",[0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 7 0 7 0 0 0 0 0 0 0 3 0 0 0 0 0]
2383,"['As' 'well' 'as' 'its' 'activities' 'in' 'Asia' ',' 'Dutch' 'retail'
 'group' 'Ahold' 'has' 'a' 'strong' 'presence' 'in' 'Europe' ',' 'in'
 'the' 'U.S.' 'and' 'the' 'company' 'recently' 'announced' 'a' 'joint'
 'venture' 'agreement' 'in' 'Brazil' '.']","[30 30 15 29 24 15 22  6 16 16 21 22 42 12 16 21 15 22  6 15 12 22 10 12
 21 30 38 12 16 21 21 15 22  7]","[13 14 14 11 12 13 11  0 11 12 12 12 21 11 12 12 13 11  0 13 11 12  0 11
 12  3 21 11 12 12 12 13 11  0]",[0 0 0 0 0 0 5 0 7 0 0 3 0 0 0 0 0 5 0 0 0 5 0 0 0 0 0 0 0 0 0 0 5 0]
2384,"['Ahold' 'has' 'annualised' 'sales' 'of' 'approximately' 'US$' '24'
 'billion' ',' 'and' 'employs' '180,000' 'people' 'worldwide' '.']",[22 42 40 24 15 30  3 11 11  6 10 42 11 24 16  7],[11 21 22 11 13 11 12 12 12  0  0 21 11 12  1  0],[3 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0]
2385,"['--' 'Amsterdam' 'newsroom' '+31' '20' '504' '5000' ',' 'Fax' '+31' '20'
 '504' '504']",[ 8 21 21 11 11 11 11  6 22 11 11 11 11],[ 0 11 12 11 12 12 12  0 11 12 12 12 12],[0 5 0 0 0 0 0 0 0 0 0 0 0]
2386,"['ALPINE' 'SKIING-WOMEN' ""'S"" 'WORLD' 'CUP' 'SUPER' 'G' 'WINNER' 'PROFILE'
 '.']",[22 16 42 21 33 22 22 22 22  7],[11 12 21 11 15 11 12 12 12  0],[0 0 0 7 8 0 0 0 0 0]
2387,"['VAIL' ',' 'Colorado' '1996-12-07']",[22  6 22 11],[11  0 11 12],[5 0 5 0]
2388,"['Profile' 'of' 'the' 'winner' 'of' 'Saturday' ""'s"" 'women' ""'s"" 'World'
 'Cup' 'super' 'G' 'race' ':']",[21 15 12 21 15 22 27 24 27 22 22 16 22 21  8],[11 13 11 12 13 11 11 12 11 12 12 12 12 12  0],[0 0 0 0 0 0 0 0 0 7 8 0 0 0 0]
2389,['Name' ':' 'Svetlana' 'Gladishiva'],[21  8 22 22],[11  0 11 12],[0 0 1 2]
2390,['Age' ':' '25'],[22  8 11],[11  0 11],[0 0 0]
2391,['Nation' ':' 'Russia'],[21  8 22],[11  0 11],[0 0 5]
2392,['Previous' 'World' 'Cup' 'victories' ':' 'None'],[16 22 22 24  8 21],[11 12 12 12  0 11],[0 7 8 0 0 0]
2393,"['Other' 'Facts' ':' 'Gladishiva' 'won' 'a' 'silver' 'medal' 'in' 'super'
 'G' 'at' 'the' '1994' 'Lillehammer' 'Winter' 'Olympics' 'and' 'a'
 'bronze' 'medal' 'in' 'downhill' 'at' 'the' '1991' 'World'
 'Championships' '.']","[16 24  8 22 38 12 16 21 15 16 22 15 12 11 22 22 23 10 12 16 21 15 30 15
 12 11 22 23  7]","[11 12  0 11 21 11 12 12 13 11 12 13 11 12 12 12 12  0 11 12 12 13  3 13
 11 12 12 12  0]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 5 7 8 0 0 0 0 0 0 0 0 0 7 8 0]
2394,"['ALPINE' 'SKIING-WOMEN' ""'S"" 'WORLD' 'CUP' 'SUPER' 'G' 'RESULTS' '.']",[22 16 42 21 33 22 22 24  7],[11 12 21 11 15 11 12 12  0],[0 0 0 7 8 0 0 0 0]
2395,"['VAIL' ',' 'Colorado' '1996-12-07']",[22  6 22 11],[11  0 11 12],[5 0 5 0]
2396,['Provisional' 'results' 'from'],[16 24 15],[11 12 13],[0 0 0]
2397,"['Saturday' ""'s"" 'women' ""'s"" 'World' 'Cup' 'super' 'G' 'race' ':']",[22 27 24 27 22 22 16 22 21  8],[11 11 12 11 12 12 12 12 12  0],[0 0 0 0 7 8 0 0 0 0]
2398,"['1.' 'Svetlana' 'Gladishiva' '(' 'Russia' ')' 'one' 'minute' '17.76'
 'seconds']",[11 22 22  4 22  5 11 21 11 24],[11 12 12  0 11  0 11 12 12 12],[0 1 2 0 5 0 0 0 0 0]
2399,['2.' 'Pernila' 'Wiberg' '(' 'Sweden' ')' '1:17.97'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2400,['3.' 'Carole' 'Montillet' '(' 'France' ')' '1:18.11'],[22 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2401,['4.' 'Hilde' 'Gerg' '(' 'Germany' ')' '1:18.15'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2402,['5.' 'Isolde' 'Kostner' '(' 'Italy' ')' '1:18.19'],[11 14 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2403,['6.' 'Warwara' 'Zelenskaja' '(' 'Russia' ')' '1:18.21'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2404,['7.' 'Madlen' 'Brigger-Summermatter' '(' 'Switzerland' ')' '1:18.23'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2405,['8.' 'Florence' 'Masnada' '(' 'France' ')' '1:18.31'],[22 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2406,['9.' 'Katja' 'Seizinger' '(' 'Germany' ')' '1:18.32'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2407,['10=' 'Martina' 'Ertl' '(' 'Germany' ')' '1:18.48'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2408,['10=' 'Stefanie' 'Schuster' '(' 'Austria' ')' '1:18.48'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2409,['12.' 'Bibiana' 'Perez' '(' 'Italy' ')' '1:18.52'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2410,['13.' 'Barbara' 'Merlin' '(' 'Italy' ')' '1:18.67'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2411,['14.' 'Sybille' 'Brauner' '(' 'Germany' ')' '1:18.81'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2412,['15.' 'Katharina' 'Gutensohn' '(' 'Germany' ')' '1:18.92'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2413,['16.' 'Leatitia' 'Dalloz' '(' 'France' ')' '1:18.96'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2414,['17.' 'Renate' 'Goetschl' '(' 'Austria' ')' '1:18.98'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2415,['18.' 'Marianne' 'Brechu' '(' 'France' ')' '1:19.02'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2416,['19.' 'Heidi' 'Zurbriggen' '(' 'Switzerland' ')' '1:19.03'],[22 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2417,['20.' 'Spela' 'Bracun' '(' 'Slovenia' ')' '1:19.07'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2418,['21.' 'Shannon' 'Nobis' '(' 'U.S.' ')' '1:19.08'],[22 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2419,['22=' 'Regine' 'Cavagnoud' '(' 'France' ')' '1:19.21'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2420,['22=' 'Anita' 'Wachter' '(' 'Austria' ')' '1:19.21'],[22 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2421,['24.' 'Megan' 'Gerety' '(' 'U.S.' ')' '1:19.39'],[11 16 21  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2422,['25.' 'Hilary' 'Lindh' '(' 'U.S.' ')' '1:19.41'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2423,['26=' 'Catherine' 'Borghi' '(' 'Switzerland' ')' '1:19.44'],[22 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2424,['26=' 'Michaela' 'Dorfmeister' '(' 'Austria' ')' '1:19.44'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2425,['28.' 'Alexandra' 'Meissnitzer' '(' 'Austria' ')' '1:19.53'],[22 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2426,['29.' 'Ingeborg' 'Helen' 'Marken' '(' 'Norway' ')' '1:19.54'],[11 39 22 22  4 22  5 11],[ 0 21 11 12  0 11  0 11],[0 1 2 2 0 5 0 0]
2427,['30.' 'Monika' 'Tschirky' '(' 'Switzerland' ')' '1:19.60'],[22 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2428,['The' 'results' 'were' 'declared' 'official' '.'],[12 24 38 40 21  7],[11 12 21 22 11  0],[0 0 0 0 0 0]
2429,['ALPINE' 'SKIING-GLADISHIVA' 'WINS' 'WORLD' 'CUP' 'SUPER' 'G' '.'],[22 22 42 21 33 22 22  7],[11 12 21 11 15 11 12  0],[0 7 0 7 8 0 0 0]
2430,"['VAIL' ',' 'Colorado' '1996-12-07']",[22  6 22 11],[11  0 11 12],[5 0 5 0]
2431,"['Svetlana' 'Gladishiva' 'of' 'Russia' 'won' 'the' 'women' ""'s"" 'World'
 'Cup' 'Super' 'G' 'race' 'on' 'Saturday' '.']",[22 22 15 22 38 12 24 27 22 22 22 22 21 15 22  7],[11 12 13 11 21 11 12 11 12 12 12 12 12 13 11  0],[1 2 0 5 0 0 0 0 7 8 0 0 0 0 0 0]
2432,"['Pernilla' 'Wiberg' 'of' 'Sweden' 'finished' 'second' 'and' 'Carole'
 'Montillet' 'of' 'France' 'came' 'in' 'third' ',' 'according' 'to'
 'provisional' 'results' '.']",[22 22 15 22 38 21 10 22 22 15 22 38 15 16  6 39 35 16 24  7],[11 12 13 11 21 11  0 11 12 13 11 21 13 11  0 13 13 11 12  0],[1 2 0 5 0 0 0 1 2 0 5 0 0 0 0 0 0 0 0 0]
2433,['GOLF' '-' 'THIRD' 'ROUND' 'OF' 'JCPENNEY' 'CLASSIC' 'WASHED' 'OUT' '.'],[21  8 22 22 15 22 22 38 22  7],[11  0 11 12 13 11 12 21 11  0],[0 0 0 0 0 7 8 0 0 0]
2434,"['TARPON' 'SPRINGS' ',' 'Florida' '1996-12-07']",[22 22  6 22 11],[11 12  0 11 12],[5 6 0 5 0]
2435,"['Heavy' 'rains' 'on' 'Saturday' 'washed' 'out' 'the' 'third' 'round' 'of'
 'the' '$' '1.5' 'million' 'JCPenney' 'Classic' 'at' 'the' 'Innisbrook'
 'Hilton' 'Resort' '.']",[16 24 15 22 38 33 12 16 21 15 12  3 11 11 22 22 15 12 22 22 22  7],[11 12 13 11 21 15 11 12 12 13 11 12 12 12 12 12 13 11 12 12 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 8 0 0 5 6 6 0]
2436,"['Officials' 'said' 'the' 'tournament' 'would' 'be' 'reduced' 'to' '54'
 'holes' 'for' 'the' 'first' 'time' 'in' 'its' '37-year' 'history' '.']",[24 38 12 21 20 37 40 35 11 24 15 12 16 21 15 29 16 21  7],[11 21 11 12 21 22 22 13 11 12 13 11 12 12 13 11 12 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2437,"['The' 'final' 'round' 'of' 'the' 'special' 'event' ',' 'which' 'pairs'
 'players' 'from' 'the' 'PGA' 'and' 'LPGA' 'Tours' ',' 'will' 'be'
 'played' 'in' 'the' 'alternate' 'shot' 'format' 'on' 'Sunday' '.']","[12 16 21 15 12 16 21  6 43 24 24 15 12 22 10 22 23  6 20 37 40 15 12 16
 21 21 15 22  7]","[11 12 12 13 11 12 12  0 11 11 12 13 11 12 12 12 12  0 21 22 22 13 11 12
 12 12 13 11  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0]
2438,"['The' 'duo' 'of' 'Pat' 'Hurst' 'and' 'Scott' 'McCarron' 'were' 'tied'
 'for' 'the' 'lead' 'with' 'the' 'team' 'of' 'Donna' 'Andrews' 'and'
 'Mike' 'Hulbert' 'at' '13-under-par' '129' 'through' '36' 'holes' '.']","[12 21 15 22 22 10 22 22 38 40 15 12 21 15 12 21 15 22 22 10 22 22 15 16
 11 15 11 24  7]","[11 12 13 11 12 12 12 12 21 22 13 11 12 13 11 12 13 11 12 12 12 12 13 11
 12 13 11 12  0]",[0 0 0 1 2 0 1 2 0 0 0 0 0 0 0 0 0 1 2 0 1 2 0 0 0 0 0 0 0]
2439,"['The' 'tandem' 'of' 'reigning' 'U.S.' 'Amateur' 'champions' 'Kelli'
 'Kuehne' 'and' 'Tiger' 'Woods' 'were' 'another' 'shot' 'back' 'at'
 '12-under' '130' '.']",[12 21 15 39 22 22 42 22 22 10 22 22 38 12 21 30 15 16 11  7],[11 12 13 11 12 12 21 11 12  0 11 12 21 11 12  3 13 11 12  0],[0 0 0 0 5 0 0 1 2 0 1 2 0 0 0 0 0 0 0 0]
2440,"['Defending' 'champions' 'Beth' 'Daniel' 'and' 'Davis' 'Love' 'will'
 'start' 'the' 'final' 'round' 'six' 'shots' 'off' 'the' 'pace' '.']",[39 24 22 22 10 22 22 20 37 12 16 16 11 24 15 12 21  7],[21 11 12 12 12 12 12 21 22 11 12 12 12 12 13 11 12  0],[0 0 1 2 0 1 2 0 0 0 0 0 0 0 0 0 0 0]
2441,"['ALPINE' 'SKIING-WOMEN' ""'S"" 'DOWNHILL' 'WINNER' 'PROFILE' '.']",[22 16 42 22 22 22  7],[11 12 21 11 12 12  0],[0 0 0 0 0 0 0]
2442,"['VAIL' ',' 'Colorado' '1996-12-07']",[22  6 22 11],[11  0 11 12],[5 0 5 0]
2443,"['Profile' 'of' 'the' 'winner' 'of' 'Saturday' ""'s"" 'women' ""'s"" 'World'
 'Cup' 'downhill' 'race' ':']",[21 15 12 21 15 22 27 24 27 22 22 30 21  8],[11 13 11 12 13 11 11 12 11 12 12  3 11  0],[0 0 0 0 0 0 0 0 0 7 8 0 0 0]
2444,['Name' ':' 'Renate' 'Goetschl'],[21  8 37 21],[11  0 21 11],[0 0 1 2]
2445,['Age' ':' '20'],[22  8 11],[11  0 11],[0 0 0]
2446,['Nation' ':' 'Austria'],[21  8 22],[11  0 11],[0 0 5]
2447,"['Previous' 'victories' '(' 'two' ')' ':' 'slalom' ',' 'Lillehammer'
 'Norway' ',' '1993' ';' 'super' 'G' ',' 'Flachau' ',' 'Austria' ','
 '1995' '.']",[16 24  4 11  5  8 21  6 22 22  6 11  8 16 22  6 22  6 22  6 11  7],[11 12  0 11  0  0 11  0 11 12  0 11  0 11 12  0 11  0 11  0 11  0],[0 0 0 0 0 0 0 0 5 5 0 0 0 0 0 0 5 0 5 0 0 0]
2448,"['Other' 'facts' ':' 'As' 'a' 'qualifier' 'for' 'the' '1993' 'World' 'Cup'
 'finals' 'through' 'Europa' 'Cup' 'results' ',' '16-year-old' 'Goetschl'
 'won' 'the' 'slalom' 'to' 'become' 'history' ""'s"" 'youngest' 'World'
 'Cup' 'victor' '.']","[16 24  8 15 12 21 15 12 11 22 22 24 15 22 22 24  6 16 22 38 12 21 35 37
 21 27 18 22 22 21  7]","[11 12  0 13 11 12 13 11 12 12 12 12 13 11 12 12  0 11 12 21 11 12 21 22
 11 11 12 12 12 12  0]",[0 0 0 0 0 0 0 0 7 8 8 0 0 7 8 0 0 0 1 0 0 0 0 0 0 0 0 7 8 0 0]
2449,"['ALPINE' 'SKIING-WOMEN' ""'S"" 'WORLD' 'CUP' 'STANDINGS' '.']",[22 16 42 21 33 24  7],[11 12 21 11 15 11  0],[0 0 0 7 8 0 0]
2450,"['VAIL' ',' 'Colorado' '1996-12-07']",[22  6 22 11],[11  0 11 12],[5 0 5 0]
2451,"['Women' ""'s"" 'World' 'Cup']",[24 27 22 22],[11 11 12 12],[0 0 7 8]
2452,"['standings' 'after' 'Saturday' ""'s"" 'downhill' 'race' ':']",[24 15 22 27 30 21  8],[11 13 11 12  3 11  0],[0 0 0 0 0 0 0]
2453,['Downhill' 'Standings'],[22 22],[11 12],[0 0]
2454,['1.' 'Katja' 'Seizinger' '(' 'Germany' ')' '180' 'points'],[11 22 22  4 22  5 11 24],[11 12 12  0 11  0 11 12],[0 1 2 0 5 0 0 0]
2455,['2.' 'Renate' 'Goetschl' '(' 'Austria' ')' '132'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2456,['3.' 'Carole' 'Montillet' '(' 'France' ')' '86'],[22 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2457,['4.' 'Pernilla' 'Wiberg' '(' 'Sweden' ')' '75'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2458,['5.' 'Heidi' 'Zurbriggen' '(' 'Switzerland' ')' '69'],[22 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2459,['6.' 'Regina' 'Haeusl' '(' 'Germany' ')' '66'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2460,['7.' 'Alexandra' 'Meissnitzer' '(' 'Austria' ')' '65'],[22 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2461,['8.' 'Isolde' 'Kostner' '(' 'Italy' ')' '60'],[11 14 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2462,['9.' 'Ingeborg' 'Helen' 'Markein' '(' 'Norway' ')' '58'],[11 22 22 22  4 22  5 11],[11 12 12 12  0 11  0 11],[0 1 2 0 0 5 0 0]
2463,['10=' 'Megan' 'Gerety' '(' 'U.S.' ')' '51'],[11 16 21  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2464,['10=' 'Warwara' 'Zelenskaja' '(' 'Russia' ')' '51'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2465,['10=' 'Florence' 'Masnada' '(' 'France' ')' '51'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 5 1 0 5 0 0]
2466,['13=' 'Picabo' 'Street' '(' 'U.S.' ')' '50'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2467,['13=' 'Stefanie' 'Schuster' '(' 'Austria' ')' '50'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2468,['15.' 'Miriam' 'Vogt' '(' 'Germany' ')' '47'],[11 22 22  4 22  5 11],[11 11 12  0 11  0 11],[0 1 2 0 5 0 0]
2469,['16.' 'Bibiana' 'Perez' '(' 'Italy' ')' '45'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2470,['17.' 'Hilde' 'Gerg' '(' 'Germany' ')' '42'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2471,['18.' 'Barbara' 'Merlin' '(' 'Germany' ')' '38'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2472,['19=' 'Kate' 'Pace' 'Lindsay' '(' 'Canada' ')' '23'],[11 22 22 22  4 22  5 11],[11 12 12 12  0 11  0 11],[0 1 2 2 0 5 0 0]
2473,['19=' 'Svetlana' 'Gladishiva' '(' 'Russia' ')' '23'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2474,['19=' 'Regine' 'Cavagnoud' '(' 'France' ')' '23'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2475,"['Overall' 'women' ""'s"" 'World' 'Cup' 'standings' 'leaders' 'after']",[16 24 27 22 22 24 24 15],[11 12 11 12 12 12 12 13],[0 0 0 7 8 0 0 0]
2476,"['Saturday' ""'s"" 'downhill' 'and' 'super' 'G' 'races' ':']",[22 27 30 10 16 22 24  8],[11 12  3  0 11 12 12  0],[0 0 0 0 0 0 0 0]
2477,['1.' 'Katja' 'Seizinger' '(' 'Germany' ')' '414' 'points'],[11 22 22  4 22  5 11 24],[11 12 12  0 11  0 11 12],[0 1 2 0 5 0 0 0]
2478,['2.' 'Pernilla' 'Wiberg' '(' 'Sweden' ')' '353'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2479,['3.' 'Hide' 'Gerg' '(' 'Germany' ')' '276'],[22 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2480,['4.' 'Anita' 'Wachter' '(' 'Austria' ')' '180'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2481,['5.' 'Isolde' 'Kostner' '(' 'Italy' ')' '157'],[11 14 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2482,['6.' 'Heidi' 'Zurbriggen' '(' 'Switzerland' ')' '153'],[22 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2483,['7.' 'Warwara' 'Zelenskaja' '(' 'Russia' ')' '151'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2484,['8=' 'Renate' 'Goetschl' '(' 'Austria' ')' '146'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2485,['8=' 'Carole' 'Montillet' '(' 'France' ')' '146'],[22 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2486,['10.' 'Svetlana' 'Gladishiva' '(' 'Russia' ')' '137'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 1 2 0 5 0 0]
2487,['11.' 'Florence' 'Masnada' '(' 'France' ')' '133'],[11 22 22  4 22  5 11],[11 12 12  0 11  0 11],[0 5 1 0 5 0 0]
